      Time         X         Y            Lon            Lat          Depth      Slip rate            SR1            SR2  Rigidity
     20.00      0.00    -10.00     136.808289      33.103519      21.156610       0.000000       0.000000       0.000000     50.03
     21.00      0.00    -10.00     136.808289      33.103519      21.156610       0.000000       0.000000       0.000000     50.03
     22.00      0.00    -10.00     136.808289      33.103519      21.156610       0.000000       0.000000       0.000000     50.03
     23.00      0.00    -10.00     136.808289      33.103519      21.156610       0.000000       0.000000       0.000000     50.03
     24.00      0.00    -10.00     136.808289      33.103519      21.156610       0.000000       0.000000       0.000000     50.03
     25.00      0.00    -10.00     136.808289      33.103519      21.156610       0.000000       0.000000       0.000000     50.03
      1.00      5.00    -10.00     136.755127      33.109009      21.156610       0.000000       0.000000       0.000000     50.03
      2.00      5.00    -10.00     136.755127      33.109009      21.156610       0.206311       0.204380      -0.028160     50.03
      3.00      5.00    -10.00     136.755127      33.109009      21.156610       0.196266       0.086645      -0.176105     50.03
      4.00      5.00    -10.00     136.755127      33.109009      21.156610       0.292765       0.026585      -0.291555     50.03
      5.00      5.00    -10.00     136.755127      33.109009      21.156610       0.220638       0.069035      -0.209560     50.03
      6.00      5.00    -10.00     136.755127      33.109009      21.156610       0.059554       0.056595      -0.018540     50.03
      7.00      5.00    -10.00     136.755127      33.109009      21.156610       0.152168       0.080790       0.128950     50.03
      8.00      5.00    -10.00     136.755127      33.109009      21.156610       0.080200      -0.055180       0.058200     50.03
      9.00      5.00    -10.00     136.755127      33.109009      21.156610       0.192326      -0.187130       0.044405     50.03
     10.00      5.00    -10.00     136.755127      33.109009      21.156610       0.226298      -0.170780       0.148475     50.03
     11.00      5.00    -10.00     136.755127      33.109009      21.156610       0.164432      -0.054235       0.155230     50.03
     12.00      5.00    -10.00     136.755127      33.109009      21.156610       0.038733       0.020465       0.032885     50.03
     13.00      5.00    -10.00     136.755127      33.109009      21.156610       0.070272      -0.048350      -0.050995     50.03
     14.00      5.00    -10.00     136.755127      33.109009      21.156610       0.190484      -0.141650      -0.127355     50.03
     15.00      5.00    -10.00     136.755127      33.109009      21.156610       0.172152      -0.080945      -0.151935     50.03
     16.00      5.00    -10.00     136.755127      33.109009      21.156610       0.133852       0.039970      -0.127745     50.03
     17.00      5.00    -10.00     136.755127      33.109009      21.156610       0.070562       0.037305      -0.059895     50.03
     18.00      5.00    -10.00     136.755127      33.109009      21.156610       0.000000       0.000000       0.000000     50.03
     19.00      5.00    -10.00     136.755127      33.109009      21.156610       0.000000       0.000000       0.000000     50.03
     20.00      5.00    -10.00     136.755127      33.109009      21.156610       0.000000       0.000000       0.000000     50.03
     21.00      5.00    -10.00     136.755127      33.109009      21.156610       0.000000       0.000000       0.000000     50.03
     22.00      5.00    -10.00     136.755127      33.109009      21.156610       0.000000       0.000000       0.000000     50.03
     23.00      5.00    -10.00     136.755127      33.109009      21.156610       0.000000       0.000000       0.000000     50.03
     24.00      5.00    -10.00     136.755127      33.109009      21.156610       0.000000       0.000000       0.000000     50.03
     25.00      5.00    -10.00     136.755127      33.109009      21.156610       0.000000       0.000000       0.000000     50.03
      1.00     10.00    -10.00     136.701950      33.114479      21.156610       0.000000       0.000000       0.000000     50.03
      2.00     10.00    -10.00     136.701950      33.114479      21.156610       0.131671       0.131395       0.008525     50.03
      3.00     10.00    -10.00     136.701950      33.114479      21.156610       0.142734      -0.029225      -0.139710     50.03
      4.00     10.00    -10.00     136.701950      33.114479      21.156610       0.373865      -0.176220      -0.329730     50.03
      5.00     10.00    -10.00     136.701950      33.114479      21.156610       0.332189      -0.172220      -0.284060     50.03
      6.00     10.00    -10.00     136.701950      33.114479      21.156610       0.130791      -0.090075      -0.094830     50.03
      7.00     10.00    -10.00     136.701950      33.114479      21.156610       0.070843       0.042810       0.056445     50.03
      8.00     10.00    -10.00     136.701950      33.114479      21.156610       0.081957      -0.075545       0.031780     50.03
      9.00     10.00    -10.00     136.701950      33.114479      21.156610       0.229581      -0.209090       0.094810     50.03
     10.00     10.00    -10.00     136.701950      33.114479      21.156610       0.260858      -0.183635       0.185270     50.03
     11.00     10.00    -10.00     136.701950      33.114479      21.156610       0.150651      -0.055565       0.140030     50.03
     12.00     10.00    -10.00     136.701950      33.114479      21.156610       0.063267       0.055050       0.031180     50.03
     13.00     10.00    -10.00     136.701950      33.114479      21.156610       0.045735      -0.008930      -0.044855     50.03
     14.00     10.00    -10.00     136.701950      33.114479      21.156610       0.225062      -0.146910      -0.170500     50.03
     15.00     10.00    -10.00     136.701950      33.114479      21.156610       0.238185      -0.072260      -0.226960     50.03
     16.00     10.00    -10.00     136.701950      33.114479      21.156610       0.155898       0.053215      -0.146535     50.03
     17.00     10.00    -10.00     136.701950      33.114479      21.156610       0.057686       0.031905      -0.048060     50.03
     18.00     10.00    -10.00     136.701950      33.114479      21.156610       0.000000       0.000000       0.000000     50.03
     19.00     10.00    -10.00     136.701950      33.114479      21.156610       0.000000       0.000000       0.000000     50.03
     20.00     10.00    -10.00     136.701950      33.114479      21.156610       0.000000       0.000000       0.000000     50.03
     21.00     10.00    -10.00     136.701950      33.114479      21.156610       0.000000       0.000000       0.000000     50.03
     22.00     10.00    -10.00     136.701950      33.114479      21.156610       0.000000       0.000000       0.000000     50.03
     23.00     10.00    -10.00     136.701950      33.114479      21.156610       0.000000       0.000000       0.000000     50.03
     24.00     10.00    -10.00     136.701950      33.114479      21.156610       0.000000       0.000000       0.000000     50.03
     25.00     10.00    -10.00     136.701950      33.114479      21.156610       0.000000       0.000000       0.000000     50.03
      1.00     15.00    -10.00     136.648758      33.119919      21.156610       0.000000       0.000000       0.000000     50.03
      2.00     15.00    -10.00     136.648758      33.119919      21.156610       0.000000       0.000000       0.000000     50.03
      3.00     15.00    -10.00     136.648758      33.119919      21.156610       0.146897      -0.144595      -0.025905     50.03
      4.00     15.00    -10.00     136.648758      33.119919      21.156610       0.371072      -0.327140      -0.175140     50.03
      5.00     15.00    -10.00     136.648758      33.119919      21.156610       0.338613      -0.269095      -0.205540     50.03
      6.00     15.00    -10.00     136.648758      33.119919      21.156610       0.174410      -0.116560      -0.129740     50.03
      7.00     15.00    -10.00     136.648758      33.119919      21.156610       0.047874       0.045630      -0.014485     50.03
      8.00     15.00    -10.00     136.648758      33.119919      21.156610       0.064931      -0.051025       0.040155     50.03
      9.00     15.00    -10.00     136.648758      33.119919      21.156610       0.186799      -0.155090       0.104120     50.03
     10.00     15.00    -10.00     136.648758      33.119919      21.156610       0.187391      -0.133365       0.131640     50.03
     11.00     15.00    -10.00     136.648758      33.119919      21.156610       0.085886      -0.049580       0.070130     50.03
     12.00     15.00    -10.00     136.648758      33.119919      21.156610       0.066202       0.063885       0.017360     50.03
     13.00     15.00    -10.00     136.648758      33.119919      21.156610       0.019167       0.017040       0.008775     50.03
     14.00     15.00    -10.00     136.648758      33.119919      21.156610       0.169468      -0.112860      -0.126420     50.03
     15.00     15.00    -10.00     136.648758      33.119919      21.156610       0.235047      -0.058890      -0.227550     50.03
     16.00     15.00    -10.00     136.648758      33.119919      21.156610       0.092929      -0.012120      -0.092135     50.03
     17.00     15.00    -10.00     136.648758      33.119919      21.156610       0.108350      -0.103850      -0.030900     50.03
     18.00     15.00    -10.00     136.648758      33.119919      21.156610       0.072357      -0.067185      -0.026865     50.03
     19.00     15.00    -10.00     136.648758      33.119919      21.156610       0.000000       0.000000       0.000000     50.03
     20.00     15.00    -10.00     136.648758      33.119919      21.156610       0.000000       0.000000       0.000000     50.03
     21.00     15.00    -10.00     136.648758      33.119919      21.156610       0.000000       0.000000       0.000000     50.03
     22.00     15.00    -10.00     136.648758      33.119919      21.156610       0.000000       0.000000       0.000000     50.03
     23.00     15.00    -10.00     136.648758      33.119919      21.156610       0.000000       0.000000       0.000000     50.03
     24.00     15.00    -10.00     136.648758      33.119919      21.156610       0.000000       0.000000       0.000000     50.03
     25.00     15.00    -10.00     136.648758      33.119919      21.156610       0.000000       0.000000       0.000000     50.03
      1.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.000000       0.000000       0.000000     50.03
      2.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.000000       0.000000       0.000000     50.03
      3.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.000000       0.000000       0.000000     50.03
      4.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.000000       0.000000       0.000000     50.03
      5.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.000000       0.000000       0.000000     50.03
      6.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.000000       0.000000       0.000000     50.03
      7.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.000000       0.000000       0.000000     50.03
      8.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.022240      -0.019360      -0.010945     50.03
      9.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.098679      -0.096910       0.018600     50.03
     10.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.113600      -0.080960       0.079690     50.03
     11.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.063365       0.034010       0.053465     50.03
     12.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.162022       0.155045      -0.047035     50.03
     13.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.167792       0.148985      -0.077185     50.03
     14.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.110479       0.030640      -0.106145     50.03
     15.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.106126      -0.098020      -0.040680     50.03
     16.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.161792      -0.110065       0.118585     50.03
     17.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.276176      -0.091480       0.260585     50.03
     18.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.187204      -0.111225       0.150580     50.03
     19.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.120949      -0.107685      -0.055070     50.03
     20.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.159729      -0.159655      -0.004845     50.03
     21.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.098954      -0.092520       0.035100     50.03
     22.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.000000       0.000000       0.000000     50.03
     23.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.000000       0.000000       0.000000     50.03
     24.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.000000       0.000000       0.000000     50.03
     25.00    -35.00     -5.00     137.174988      33.029228      18.078310       0.000000       0.000000       0.000000     50.03
      1.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.000000       0.000000       0.000000     50.03
      2.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.000000       0.000000       0.000000     50.03
      3.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.000000       0.000000       0.000000     50.03
      4.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.000000       0.000000       0.000000     50.03
      5.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.000000       0.000000       0.000000     50.03
      6.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.000000       0.000000       0.000000     50.03
      7.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.121660      -0.100485       0.068585     50.03
      8.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.154832      -0.130065       0.084000     50.03
      9.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.143814      -0.121540       0.076880     50.03
     10.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.158165      -0.124170       0.097970     50.03
     11.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.066025       0.041725       0.051170     50.03
     12.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.231500       0.228885      -0.034695     50.03
     13.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.232554       0.211630      -0.096405     50.03
     14.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.105588       0.064205      -0.083825     50.03
     15.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.107601      -0.104595       0.025255     50.03
     16.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.168293      -0.133435       0.102555     50.03
     17.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.203595      -0.117475       0.166285     50.03
     18.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.262568      -0.233660       0.119770     50.03
     19.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.254699      -0.253355       0.026135     50.03
     20.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.177754      -0.164560       0.067205     50.03
     21.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.077729      -0.058905       0.050715     50.03
     22.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.000000       0.000000       0.000000     50.03
     23.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.000000       0.000000       0.000000     50.03
     24.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.000000       0.000000       0.000000     50.03
     25.00    -30.00     -5.00     137.121887      33.034882      18.078310       0.000000       0.000000       0.000000     50.03
      1.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.000000       0.000000       0.000000     50.03
      2.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.000000       0.000000       0.000000     50.03
      3.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.000000       0.000000       0.000000     50.03
      4.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.000000       0.000000       0.000000     50.03
      5.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.000000       0.000000       0.000000     50.03
      6.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.108054       0.096635      -0.048345     50.03
      7.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.041915       0.036770       0.020120     50.03
      8.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.125030      -0.065735       0.106355     50.03
      9.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.135388      -0.085420       0.105040     50.03
     10.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.130636      -0.111475       0.068110     50.03
     11.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.046549       0.039675       0.024345     50.03
     12.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.237201       0.237160       0.004425     50.03
     13.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.222776       0.220025      -0.034900     50.03
     14.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.078004       0.077895      -0.004130     50.03
     15.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.101691      -0.041135       0.093000     50.03
     16.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.087718      -0.072505       0.049370     50.03
     17.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.113559      -0.110875      -0.024545     50.03
     18.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.243275      -0.238535      -0.047790     50.03
     19.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.263115      -0.262385       0.019590     50.03
     20.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.190089      -0.143570       0.124585     50.03
     21.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.078025      -0.035325       0.069570     50.03
     22.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.000000       0.000000       0.000000     50.03
     23.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.000000       0.000000       0.000000     50.03
     24.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.000000       0.000000       0.000000     50.03
     25.00    -25.00     -5.00     137.068787      33.040501      18.078310       0.000000       0.000000       0.000000     50.03
      1.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.000000       0.000000       0.000000     50.03
      2.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.000000       0.000000       0.000000     50.03
      3.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.000000       0.000000       0.000000     50.03
      4.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.172292       0.168245       0.037125     50.03
      5.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.246130       0.215975       0.118045     50.03
      6.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.180198       0.152575       0.095875     50.03
      7.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.142662       0.107550       0.093730     50.03
      8.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.133876       0.045310       0.125975     50.03
      9.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.086002      -0.000645       0.086000     50.03
     10.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.083968      -0.077005       0.033480     50.03
     11.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.053456       0.052480      -0.010170     50.03
     12.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.191922       0.189070       0.032965     50.03
     13.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.179037       0.174550       0.039830     50.03
     14.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.111495       0.086835       0.069935     50.03
     15.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.150130       0.018015       0.149045     50.03
     16.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.052353       0.043580       0.029010     50.03
     17.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.147736      -0.035040      -0.143520     50.03
     18.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.214894      -0.139780      -0.163220     50.03
     19.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.094829      -0.070515      -0.063405     50.03
     20.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.000000       0.000000       0.000000     50.03
     21.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.000000       0.000000       0.000000     50.03
     22.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.000000       0.000000       0.000000     50.03
     23.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.000000       0.000000       0.000000     50.03
     24.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.000000       0.000000       0.000000     50.03
     25.00    -20.00     -5.00     137.015671      33.046089      18.078310       0.000000       0.000000       0.000000     50.03
      1.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.000000       0.000000       0.000000     50.03
      2.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.000000       0.000000       0.000000     50.03
      3.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.129494       0.129195       0.008800     50.03
      4.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.384596       0.365140       0.120775     50.03
      5.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.440953       0.394370       0.197260     50.03
      6.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.319813       0.276210       0.161210     50.03
      7.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.233301       0.176960       0.152035     50.03
      8.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.187880       0.134370       0.131315     50.03
      9.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.092864       0.063190       0.068050     50.03
     10.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.045951      -0.045855      -0.002965     50.03
     11.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.054230       0.052475      -0.013685     50.03
     12.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.168866       0.167090       0.024425     50.03
     13.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.129393       0.116585       0.056130     50.03
     14.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.121473       0.030985       0.117455     50.03
     15.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.180147       0.033470       0.177010     50.03
     16.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.177733       0.165405       0.065040     50.03
     17.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.125760       0.069930      -0.104525     50.03
     18.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.078576      -0.034020      -0.070830     50.03
     19.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.000000       0.000000       0.000000     50.03
     20.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.000000       0.000000       0.000000     50.03
     21.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.000000       0.000000       0.000000     50.03
     22.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.000000       0.000000       0.000000     50.03
     23.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.000000       0.000000       0.000000     50.03
     24.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.000000       0.000000       0.000000     50.03
     25.00    -15.00     -5.00     136.962555      33.051670      18.078310       0.000000       0.000000       0.000000     50.03
      1.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.000000       0.000000       0.000000     50.03
      2.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.233804       0.233750      -0.005005     50.03
      3.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.380049       0.379845      -0.012455     50.03
      4.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.495490       0.485570       0.098650     50.03
      5.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.540564       0.500880       0.203295     50.03
      6.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.418259       0.369445       0.196090     50.03
      7.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.251926       0.185150       0.170840     50.03
      8.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.170350       0.126035       0.114605     50.03
      9.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.081443       0.073520       0.035040     50.03
     10.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.000943      -0.000905       0.000265     50.03
     11.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.067003       0.065860      -0.012325     50.03
     12.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.127416       0.126660      -0.013860     50.03
     13.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.070220       0.055460       0.043070     50.03
     14.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.108137      -0.032380       0.103175     50.03
     15.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.135014       0.004910       0.134925     50.03
     16.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.200299       0.170285       0.105465     50.03
     17.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.125008       0.120915       0.031725     50.03
     18.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.000000       0.000000       0.000000     50.03
     19.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.000000       0.000000       0.000000     50.03
     20.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.000000       0.000000       0.000000     50.03
     21.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.000000       0.000000       0.000000     50.03
     22.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.000000       0.000000       0.000000     50.03
     23.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.000000       0.000000       0.000000     50.03
     24.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.000000       0.000000       0.000000     50.03
     25.00    -10.00     -5.00     136.909424      33.057220      18.078310       0.000000       0.000000       0.000000     50.03
      1.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.287227       0.276155      -0.078980     50.03
      2.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.684636       0.669300      -0.144095     50.03
      3.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.632642       0.625535      -0.094560     50.03
      4.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.520068       0.520040       0.005370     50.03
      5.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.464667       0.445810       0.131030     50.03
      6.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.412391       0.379350       0.161740     50.03
      7.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.217854       0.160145       0.147695     50.03
      8.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.116983       0.057165       0.102065     50.03
      9.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.047613       0.042790       0.020880     50.03
     10.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.029853      -0.011390       0.027595     50.03
     11.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.066330       0.066315      -0.001390     50.03
     12.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.134944       0.125055      -0.050705     50.03
     13.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.039117       0.036360      -0.014425     50.03
     14.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.104711      -0.099150       0.033670     50.03
     15.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.127653      -0.113840       0.057755     50.03
     16.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.049185      -0.039240       0.029655     50.03
     17.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.000000       0.000000       0.000000     50.03
     18.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.000000       0.000000       0.000000     50.03
     19.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.000000       0.000000       0.000000     50.03
     20.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.000000       0.000000       0.000000     50.03
     21.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.000000       0.000000       0.000000     50.03
     22.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.000000       0.000000       0.000000     50.03
     23.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.000000       0.000000       0.000000     50.03
     24.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.000000       0.000000       0.000000     50.03
     25.00     -5.00     -5.00     136.856277      33.062752      18.078310       0.000000       0.000000       0.000000     50.03
      1.00      0.00     -5.00     136.803146      33.068260      18.078310       0.448986       0.445665      -0.054505     50.03
      2.00      0.00     -5.00     136.803146      33.068260      18.078310       0.856789       0.847425      -0.126325     50.03
      3.00      0.00     -5.00     136.803146      33.068260      18.078310       0.678637       0.664620      -0.137215     50.03
      4.00      0.00     -5.00     136.803146      33.068260      18.078310       0.398248       0.377780      -0.126030     50.03
      5.00      0.00     -5.00     136.803146      33.068260      18.078310       0.283157       0.283105       0.005410     50.03
      6.00      0.00     -5.00     136.803146      33.068260      18.078310       0.302713       0.286895       0.096575     50.03
      7.00      0.00     -5.00     136.803146      33.068260      18.078310       0.138952       0.092150       0.104000     50.03
      8.00      0.00     -5.00     136.803146      33.068260      18.078310       0.058724      -0.010810       0.057720     50.03
      9.00      0.00     -5.00     136.803146      33.068260      18.078310       0.055157      -0.050885       0.021285     50.03
     10.00      0.00     -5.00     136.803146      33.068260      18.078310       0.093945      -0.023780       0.090885     50.03
     11.00      0.00     -5.00     136.803146      33.068260      18.078310       0.087825       0.084150       0.025140     50.03
     12.00      0.00     -5.00     136.803146      33.068260      18.078310       0.143847       0.124825      -0.071490     50.03
     13.00      0.00     -5.00     136.803146      33.068260      18.078310       0.083726       0.020130      -0.081270     50.03
     14.00      0.00     -5.00     136.803146      33.068260      18.078310       0.148796      -0.131675      -0.069295     50.03
     15.00      0.00     -5.00     136.803146      33.068260      18.078310       0.179747      -0.178620      -0.020100     50.03
     16.00      0.00     -5.00     136.803146      33.068260      18.078310       0.081769      -0.081675       0.003915     50.03
     17.00      0.00     -5.00     136.803146      33.068260      18.078310       0.000000       0.000000       0.000000     50.03
     18.00      0.00     -5.00     136.803146      33.068260      18.078310       0.000000       0.000000       0.000000     50.03
     19.00      0.00     -5.00     136.803146      33.068260      18.078310       0.000000       0.000000       0.000000     50.03
     20.00      0.00     -5.00     136.803146      33.068260      18.078310       0.000000       0.000000       0.000000     50.03
     21.00      0.00     -5.00     136.803146      33.068260      18.078310       0.000000       0.000000       0.000000     50.03
     22.00      0.00     -5.00     136.803146      33.068260      18.078310       0.000000       0.000000       0.000000     50.03
     23.00      0.00     -5.00     136.803146      33.068260      18.078310       0.000000       0.000000       0.000000     50.03
     24.00      0.00     -5.00     136.803146      33.068260      18.078310       0.000000       0.000000       0.000000     50.03
     25.00      0.00     -5.00     136.803146      33.068260      18.078310       0.000000       0.000000       0.000000     50.03
      1.00      5.00     -5.00     136.750000      33.073750      18.078310       0.383416       0.383295      -0.009625     50.03
      2.00      5.00     -5.00     136.750000      33.073750      18.078310       0.646239       0.644980      -0.040325     50.03
